,text
923,"RT @_holtygirl: For anyone dreading the next week or so. Or just struggling in general, there is help available. 

If you’re worried about…"
924,RT @CarersCount2: Thinking of everyone out there who can't be with loved ones or are facing struggles or isolated. Reach out &amp; know you're…
925,"""You create a good future by creating a good present."" - Eckhart Tolle   #mindfulness | https://t.co/UDrDAFhpJO… https://t.co/SLwQaHb65G"
926,"RT @YPLearning: Let’s make 2023 the year for #MentalHealth. The holiday season can bring stress, necessitating a focus on #SelfCare. Learn…"
927,"RT @Mill3nnialmh: Ok so this tweet views thing? 
HATE IT 

Talk about someone with anxiety and depression or any other mental illness…

Whe…"
928,RT @TeachersJourney: ☑️Be courteous to all... #GoalAchieversCommunity #FamilyTrain #JoyTrain #rtitbot #GoldenHearts #MentalHealth #RainKind…
929,"#Thoughts42Day 
#MommaDiva💋
#Thankful #Breathe #ItsOk #MentalHealth #Gothy #UGotThis #UREnuf #Black https://t.co/dkPmP8UcW2"
930,"Protect your Paycheck! 

#mentalhealth #health #disability https://t.co/fz4ocgOG3U"
931,"Check out my #December #newsletter for stress-free holiday tips! Plus interviews w/ @LucasRockwood, @jim1800flowers… https://t.co/tAkjjLVxQ3"
932,"How, exactly, does #antipsychotic #medication work? There’s a good chance the answer is not what you think. Learn m… https://t.co/cgN7y1oknw"
933,"A coping toolbox can help you navigate this season if things get heavy &amp; so can our Peer-Run Warmline
Call/Text 1-8… https://t.co/2tsSdgmm11"
934,This #training provides a helpful framework for #mentalhealth #practitioners &amp; other professionals seeking to under… https://t.co/HvUtvo0KrN
935,"CHE Tip: How to cope with Holiday Stress or Holiday Blues... 

#holidayblues #holidaystress #mentalhealth https://t.co/ZuQ1JKj8Nb"
936,"You are worthy of love. Even when you make mistakes. Even when you think you've failed.

 #alberta #mentalhealth"
937,WE PROMISE.......YOU WON'T REGRET IT.  #happiness #mentalhealth #selfworth #helpingothers #selfesteem https://t.co/WWJ6fmL8Vg
938,"RT @cchruk: Over the Xmas period, people will be detained in #psychiatric units and forcibly treated. They won't be able to experience Xmas…"
939,"Sending a smile your way.

#jokeoftheday #mentalhealth #chronicillness #MECFS #Fibromyalgia #LymeDisease… https://t.co/i5ifDOShr9"
940,"This time of year can be challenging, demanding, and stressful, which may cause an increase in #anxiety. Try to fin… https://t.co/7g3OKaPUtx"
941,Almost two-thirds of people with mental illness report that the holiday season makes their symptoms worse. That’s w… https://t.co/mXR3xK21xK
942,"RT @nestheads: 17 days left!

Sign up for a launch reminder:
https://t.co/kUjlQuyHMw

#mentalhealth #brain #illustration #drawing #cute #in…"
943,RT @CharitySANE: Our call-back service is still available if you need to talk. Call us on 07984 967 708 leaving your first name &amp; number an…
944,"After you experience a traumatic event, post-traumatic stress disorder (PTSD) can make it difficult to control the… https://t.co/4Z1KQfcSUv"
945,Objects have sentimental value and keeping them make us feel like we're closer to the ones we lost. What is one thi… https://t.co/JLN4Ug4mFf
946,You are not a burden for needing help. You are not a burden for feeling overwhelmed. You are not a burden for strug… https://t.co/ajv7AIlx3v
947,"Men! No matter how others perceive your masculinity, stay true to yourself. 

It’s tough to talk, but #manup and sp… https://t.co/ywkp5ONzYw"
948,"We applaud the omnibus funding bill Congress just passed, which includes Sandy Hook Promise policy priorities for y… https://t.co/1mQrQyFH5f"
949,"RT @Cjtats1975: Without ur attempting to replace #Knowledge with ur own designs for the world, Knowledge will express itself freely without…"
950,"I am productive every day.

#Affirmation #Affirmations #Grateful #Mondaymotivation #Dailyquotes #Equality… https://t.co/eocPN5VK1P"
951,"RT @VintageGt: Hopefully no one will need this but, just incase. 

Thank you @samaritans #mentalhealth #MentalHealthMatters #mentalhealthsu…"
952,"Preparing for #SeasonalAffectiveDisorder (#SAD) with Light | https://t.co/3q5VPOCNSz
--
#sadlight #sadtherapy… https://t.co/LjstdSpALk"
953,"¡Viernes de películas!🎬
En esta película podremos vivir una historia llena de energía en la que los personajes mant… https://t.co/dRYCooFmYh"
954,"How To Protect Your #MentalHealth During This Season:
Whether you're filled with holiday cheer or would prefer to s… https://t.co/RGvNn4hTMC"
955,"Being Selfish in a Relationship | Opposites Attract Podcast

https://t.co/eoo5Sp3L3Y

#podcast #marriagepodcast… https://t.co/3oqW6hT0lr"
956,"Do you need to destress? If so, https://t.co/hC919BQcNA has provided these methods from Harvard Health to help. The… https://t.co/IPOytKEgJL"
957,#Love to you all! ❤️ #EllenDeGeneres #tWitch #StephenBoss #MentalHealth #Wellness https://t.co/iJi5QwBuFJ
958,"@ChrisCuomo 

Especially during the holidays, when so many people easily become #depressed or #anxious or have the… https://t.co/pha60e7t4P"
959,"Even when I explain I have insomnia, people still get freaked/concerned when I tell them I sleep only 4 to 5 hrs a… https://t.co/w7Vm02xExv"
960,"RT @SchizophreniaCa: Over 350,000 Canadians are living with #schizophrenia and 3% of the population will experience #psychosis.

It's time…"
961,"Remember to take breaks, prioritize self-care, and seek out support when needed. Your mental health is just as impo… https://t.co/y81Spb1o3K"
962,"Contact for quit drugs and alcohol 👍

#Mentalhealth #DRUGS #addictionrecovery #SayNoToDrugs #recoveryispossible… https://t.co/TnD7z41z4i"
963,"RT @CICounselling: Anxiety can affect you in lots of different ways: mentally, physically, emotionally, and behaviourally. #Counselling can…"
964,RT @CarersCount2: Thinking of everyone out there who can't be with loved ones or are facing struggles or isolated. Reach out &amp; know you're…
965,"RT @CardanoProxies: Christmas is early 🎄🎅 
#mentalhealth Space 

Winners get 👇
Wisdom Proxie #NFT 
1000 $PROXIE 
Easelle Hard Fork 

-❤&amp;🔄 👇…"
966,"RT @poppygibsonuk: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠…"
967,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…"
968,RT @CICounselling: A small act of courage for one person is a giant leap of courage for another. It doesn’t matter what the size of your #a…
969,"RT @CICounselling: If the news has become a bit too much over the past week, remember it’s ok to give yourself space and stop engaging with…"
970,"RT @SturdyJ: I did my last shift of 2022 earlier this week, helping folks where I could.
But there'll be lots of my fellow @samaritans volu…"
971,"RT @MentalHealthAm: There’s so much pressure this time of year to feel happy and grateful. That can be hard for anyone, especially for thos…"
972,"RT @CICounselling: You’re allowed to make mistakes. It’s time to be as forgiving with yourself as you are with others. 

If you find it dif…"
973,Some Hillsborough Hospital patients face 2 moves as P.E.I.'s mental health network changes #health #mentalhealth… https://t.co/u4K734LPjj
974,"Life is full of ups and downs but in todays climate, with financial and social pressure on top of existing pressure… https://t.co/w5QeCGv3q6"
975,"RT @contactrebecca: Was so nervous about this essay coming out, I felt nauseous. I’m happy the piece is out but it’s one of those deep to t…"
976,"My favourite #HolidayCookie recipe. Sharing is caring 🎄 1 of 3
Thanks #enterprenuershipquotes #Mentalhealth Mental… https://t.co/Nbkaj4WZTA"
977,"RT @KariJoys: Share a little #Love at #Christmas! 

#MerryChristmas  #HappyHolidays! 
#JoyTrain #MentalHealth #Mindfulness #GoldenHearts #I…"
978,"RT @mysticcshadow: - makes a lot of eye contact
- I HATE social contact. 🤮🤮
- zoning out &amp; closing off in meltdowns.
- talk A LOT
- changin…"
979,#Anxiety #mentalhealth https://t.co/lgSpUcGejy
980,RT @CICounselling: In case you need to hear this today. You are so valuable. You bring things to this world that no-one else can. Keep hold…
981,"RT @CICounselling: You are enough just as you are. You don’t need to do things for others in order to have worth and be valuable. 

#SelfWo…"
982,RT @CICounselling: Any of us can experience #mentalhealth difficulties. It doesn’t happen because we’re weak or not trying hard enough. Men…
983,"RT @CICounselling: Whatever place your #mentalhealth is in right now, whether it’s feeling good or it’s not doing so well, you’re still bri…"
984,"RT @KariJoys: Let the #Light of #Love enlighten the whole world! 

#JoyTrain #Joy #Kindness #Quote #IQRTG #IDWP #MentalHealth #Mindfulness…"
985,"RT @CICounselling: These prompts are a great way of starting the week with a focus on your mental wellbeing. 

#MentalHealth #wellbeing #co…"
986,"RT @CICounselling: How much time do you spend thinking about the possible negative outcomes, compared with imagining all the ways things co…"
987,RT @Flower_ShadowTV: Catering a party - Here it's always after dark ^_^ | !server !commands !lurk !cheers !bong | 18+ https://t.co/OpKzpaBf…
988,"RT @CICounselling: This week’s reminder: your feelings are valid.

No-one else gets to decide how you should feel. You also don’t need to h…"
989,RT @CICounselling: Recovery from mental illness can be very gradual. So it’s important we notice the signs that tell us our mental health i…
990,"RT @CICounselling: I’m on a social media break all this week. See you online again next week 😊

#MentalHealth #counselling #Leamington http…"
991,RT @CICounselling: In case you need to hear this today: you’re a unique and wonderful human who deserves a place in the world. The world ne…
992,RT @CICounselling: Starting the month of December by thinking about the gifts that are most beneficial for our mental health. They’re thing…
993,"RT @DPT_NHS: Are you feeling overwhelmed, or that things are too much for you? Christmas can be a stressful time. The Moorings @ Devon is o…"
994,RT @Flower_ShadowTV: Catering a party - Here it's always after dark ^_^ | !server !commands !lurk !cheers !bong | 18+ https://t.co/OpKzpaBf…
995,Don't miss this amazing young man's story &amp; his mission to geet more men talking about cancer! S2 E12: It’s Good to… https://t.co/czyf0TUOXF
996,"RT @CICounselling: Take some time to think about what you need to look after your #mentalhealth over the festive period. When making plans,…"
997,Catering a party - Here it's always after dark ^_^ | !server !commands !lurk !cheers !bong | 18+… https://t.co/pLGuJszAAD
998,"RT @LEAD_Coalition: To access housing and elder care, some older #LGBTQ adults go back into the closet https://t.co/lhhIp8KcQu by @Clevelan…"
999,"RT @LEAD_Coalition: To access housing and elder care, some older #LGBTQ adults go back into the closet https://t.co/lhhIp8KcQu by @Clevelan…"
1000,"To access housing and elder care, some older #LGBTQ adults go back into the closet https://t.co/lhhIp8KcQu by… https://t.co/nhq5OZLxPM"
1001,"RT @DANIELJAMESREC: #christmas can be extremely tough for some people.
No matter how someone presents themselves, we can all suffer from in…"
1002,"RT @COMPASS_UW: New @COMPASS_UW paper: 
Increased depression symptoms were associated with changes in #alcohol use over #COVID19 in a Canad…"
1003,"RT @jyotirgamya_org: Aging and Mindfulness.
Why learning mindfulness will be easier yet also more challenging with age. via @PsychToday 
ht…"
1004,RT @revslimiter: As people settle down for the Christmas break - here is a reminder (and one I do not apologise for posting) that’s it’s go…
1005,"New @COMPASS_UW paper: 
Increased depression symptoms were associated with changes in #alcohol use over #COVID19 in… https://t.co/fBZLSqxL9l"
1006,RT @mentalhealth: Check in with you this Christmas. Try to get a balance between social obligations and time for self-care 💚. Your wellbein…
1007,"RT @TXBGH: What #Employers Need to Know About the #FMLA and #MentalHealth
https://t.co/Vg7mPfmH7T via @BLaw #HR"
1008,"#Cognitive #Behavioural #Therapy (CBT) Practitioner #Course
Become a Certified Cognitive Behavioural Therapy (CBT)… https://t.co/MAgQeC3w4M"
1009,"RT @DFWBGH: What #Employers Need to Know About the #FMLA and #MentalHealth
https://t.co/nRTbfD0tXu via @BLaw #HR"
1010,"THE OASIS: ""MERRY CHRISTMAS!""

DECEMBER 23RD, 2022

#mentalhealth #merrychristmas #newvideo

https://t.co/SCVdKFwZoa"
1011,RT @techlearning: 3 Wellbeing Initiatives That Work for Schools https://t.co/CwgF9jBG23 #edchat #wellbeing #SEL #schools #education #mental…
1012,"RT @PoetryLights: “Fat and round, I am a target,
A mockery, a source of shame.”

           ~ Madge O’Niel

#poetry #poetrylights #foodaddi…"
1013,RT @sarahjolly1: Not the best time of year for some folk so sharing some useful contacts #MentalHealth https://t.co/xAx5KhJp4G
1014,"RT @poppygibsonuk: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠…"
1015,"RT @mandela_kj: This is your Tuesday reminder to vote for the @BlackPplCheckIn podcast for the ""Best Black Canadian Podcaster"" @ByBlacks Aw…"
1016,"RT @MentalHealthAm: Only 31% of people in the U.S. describe their #mentalhealth and emotional #wellbeing as “excellent,” according to a rec…"
1017,Ready To Press DTF Transfer Minding My Own Small Business https://t.co/5PukB1RBQI #shopsmallbusiness #OfficialMatch… https://t.co/JTmaBTnDHy
1018,"Participants needed for online survey!

Topic: ""The impact of pets on mental health and wellbeing""… https://t.co/mvE1q0qM9g"
1019,RT @RAnglians: Free online suicide awareness training from Help For Heroes and Zero Suicide Alliance. This course will give you the skills…
1020,"People can literally give up if they feel bad enough. The heart can’t take it. They say: ""Basically it's a horrible… https://t.co/SRxBsWGRJV"
1021,"RT @DSTPRL: Take this 30-Day Movement, Meditation and Meals challenge to reinvigorate, rejuvenate and refresh your mind, body and spirit. #…"
1022,#itsok #mentalhealth #mentalhealthmatters #enjoytheholidays #konickandassociates https://t.co/p33HeWPntC
1023,Thank you for the #FF. We appreciates your effort to spread #MentalHealth awareness w/ RTs FFs &amp; comments. Together… https://t.co/wI88AeBezd
1024,"RT @ECDMentalHealth: If you or anyone you know is struggling, help is available. 
You are not alone!

#mentalhealth #SuicidePrevention #Sui…"
1025,"Take this 30-Day Movement, Meditation and Meals challenge to reinvigorate, rejuvenate and refresh your mind, body a… https://t.co/sGjy5sleUl"
1026,"RT @KariJoys: Share a little #Love at #Christmas! 

#MerryChristmas  #HappyHolidays! 
#JoyTrain #MentalHealth #Mindfulness #GoldenHearts #I…"
1027,RT @EverythingsOKP: What do you plan to change in 2023? #fridaymorning #FridayVibes #mentalhealth #podcast https://t.co/cRbPqDwEE1
1028,"RT @SOBScharity: It can feel all-consuming, the endless festive songs on the radio and the shops filled with Christmas treats. 
You don't h…"
1029,"Take this 30-Day Movement, Meditation and Meals challenge to reinvigorate, rejuvenate and refresh your mind, body a… https://t.co/vFZKO07F51"
1030,"As the cost of living skyrockets, nearly 1 in 3 adults rely on their parents for financial support… https://t.co/kR7fIK0DH1"
1031,@NFL_DovKleiman @AB84 @TomBrady @BarrysOnHere @AB84 will be unheard of &amp; done in a year or 2 with his bad music &amp; p… https://t.co/sJetUnCMga
1032,"RT @Itsyahboijuju: Day 5: challenge your mind everyday, learn something new everyday, and train it to overcome any obstacles in your way w/…"
1033,RT @GetWarrTalking: Please keep sharing our Christmas mental health crisis support information. Christmas can be really tough for some peop…
1034,"RT @KariJoys: Share a little #Love at #Christmas! 

#MerryChristmas  #HappyHolidays! 
#JoyTrain #MentalHealth #Mindfulness #GoldenHearts #I…"
1035,"RT @DFWBGH: What #Employers Need to Know About the #FMLA and #MentalHealth
https://t.co/nRTbfD0tXu via @BLaw #HR"
1036,"RT @DANIELJAMESREC: #christmas can be extremely tough for some people.
No matter how someone presents themselves, we can all suffer from in…"
1037,"RT @YPLearning: Let’s make 2023 the year for #MentalHealth. The holiday season can bring stress, necessitating a focus on #SelfCare. Learn…"
1038,"RT @poppygibsonuk: How full is your battery? 🔋 🪫 
How are you currently feeling?
#wellbeing #mentalHealth #wellness #selfcare #XMAS2022 htt…"
1039,"RT @MrChrisFoy: There is always someone to talk to 24/7. Pick up the ☎️ and call 
116 - 123. Don’t suffer in silence🗣️
#MentalHealthAwarene…"
1040,"#Mental #Health and #Wellness Professional (MHW) Diploma #Course
Discover a flexible and comprehensive way of under… https://t.co/G6IZ5fCuCe"
1041,"#HolidayMentalHealthTip: Too much of anything can be a bad thing. From eating and drinking to spending money, moder… https://t.co/RxrCwgNz3O"
1042,#Mentalhealth: How #employers can help provide support https://t.co/iR3tJatu2Q via @Benefits_Pro #HR
1043,"What #Employers Need to Know About the #FMLA and #MentalHealth
https://t.co/nRTbfD0tXu via @BLaw #HR"
1044,"RT @TheColumnistgr: Αλέξης Γεωργούλης: ""Προτεραιότητά μου είναι τα εργασιακά δικαιώματα των καλλιτεχνών"" https://t.co/01VzjTQ2zq #culture #…"
1045,Startling new #wellbeing #data is a call to action for #HR leaders https://t.co/aIpk8guS3h via @hrexecmag #MentalHealth
1046,"Dealling With PAB - Passive Aggressive Behavior
#MentalHealth
-&gt; https://t.co/ndSnlBcbgr"
1047,"Risk to patients getting worse, NHS leaders warn #health #mentalhealth #healthcare #wellness #healthissues #care… https://t.co/LwFvLcgPly"
1048,"RT @matt_corbishley: Very wet local walk with boy#1 this morning, but great to get out for some headspace and air all the same. #mentalheal…"
1049,"RT @NAMIMercer: Jay Redd, a longtime friend, supporter, and former Board President of NAMI Mercer, wrote an eloquent op-ed piece for @NJSpo…"
1050,You can be smart and have a mental illness . . . #Schizophrenia #mentalhealth  #HappyHolidays
1051,I just published 15 Proven Strategies for Reducing Stress and Improving Your Mental Health https://t.co/py2NeACmT9… https://t.co/Y1YeQ4BgYJ
1052,"The more I practice it, the more I realise how valid @hubermanlab 's statement, ""Social connection is an underrated… https://t.co/AqhycR5rx0"
1053,"#Vocabulary #BrainFunction #Education

https://t.co/47VhaLdcFz

#Semantics #Perception #Understanding… https://t.co/Ggp9NvvTo9"
1054,"RT @VintageGt: Hopefully no one will need this but, just incase. 

Thank you @samaritans #mentalhealth #MentalHealthMatters #mentalhealthsu…"
1055,"Fluffy Moist Coconut Pumpkin Muffins That Melt In Your Mouth https://t.co/36KuSZL800 
.
.
#minerals #selfcare… https://t.co/f2jYl5dNFB"
1056,Check out a few of the reviews on Amazon!   https://t.co/Gih9jrSKCQ  #mentalhealth #socialanxiety
1057,"RT @gateway2hopegth: The GTH team wishes you a happy holiday season! 

#mentalhealth #mentalhealthmatters #mentalhealthadvocate #quoteofthe…"
1058,RT @GetWarrTalking: Please keep sharing our Christmas mental health crisis support information. Christmas can be really tough for some peop…
1059,"Share a little #Love at #Christmas! 

#MerryChristmas  #HappyHolidays! 
#JoyTrain #MentalHealth #Mindfulness… https://t.co/D7VoMpX7dd"
1060,"RT @allontheboard: Hello. 
As lonely as it feels when you’re struggling with your Mental Health, please know you’re not alone. @allontheboa…"
1061,"RT @ChrisPalmerMD: The assumption that there is one cause of #depression, #anxiety, #bipolardisorder, or #Schizophrenia that can be fixed b…"
1062,"What #Employers Need to Know About the #FMLA and #MentalHealth
https://t.co/Vg7mPfmH7T via @BLaw #HR"
1063,"RT @poppygibsonuk: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠…"
1064,"RT @GMSlivingwell: GMSLivingWell BLOG: Mental Health in the Workplace – Discussing, Supporting &amp; Understanding 

#MentalHealth #Work #Blog…"
1065,"RT @DANIELJAMESREC: #christmas can be extremely tough for some people.
No matter how someone presents themselves, we can all suffer from in…"
1066,"RT @Buckden_Simon: Thanks to @samaritans for creating this list, that may be helpful for people in the UK. Please RT so that others may see…"
1067,this is how to show a loved one you care: When did you begin feeling like this? #mentalhealth #depression
1068,"RT @GiulianaWheater: Have a beautiful festive season everyone &amp; a HUGE thank you for all your support on here.

Look after yourselves and e…"
1069,"#asads_ie
#mentalhealth #mentalhealthsupport #mentalhealthwarrior #mentalhealthawareness #mentalhealthmatters… https://t.co/8c2oY3pGeL"
1070,"#wesolychswiat  Świadomi i smacznych pierożków podczas Wigilii 

#zwolnienizteorii #zwolnienizteorii2022… https://t.co/t8xUSRnD2J"
1071,RT @ClaireLYoung: Christmas can be wonderful but also really challenging. Here are some useful numbers #Christmas #mentalhealth https://t.c…
1072,"RT @Zebra_Bande: Eine sehr interessante Analyse zu struktureller #Diskriminierung #psychischkrank*er Menschen im #Gesundheitswesen. 

#ment…"
1073,"RT @alildifficult: Minted another #tiredbuddy from @alwaystirednfts and @sibu_nft
Tryin to win me .125eth from the mint incentive!! Join th…"
1074,RT @rhymes_art: #mentalhealth #GermanShepherd #digitalart https://t.co/x9tytj5rVS
1075,"Tip 7 from @PrioryGroup for being in a good mental space throughout Christmas:
✔️ Don’t look back on the past year.… https://t.co/85eazApq6N"
1076,"RT @DannyGautama: I want you to remember, you can accomplish anything that feels challenging. You can overcome everything that feels imposs…"
1077,"Are You Psychologically Safe At Work? | Signs, Benefits, And Tips F... (Calm Sage - Your ...)

We all have ideas an… https://t.co/XbDtRmJoUf"
1078,"RT @ADRauh_1964: Happy Friday dear fam &amp; friends!!!
Just a quick ✔-in to wish y'all a good morning/afternoon/evening in your corner of the…"
1079,RT @kyriakixt: ‘Mental Health is not a destination but a process’ Noam Shpancer. Keep climbing up the mountain and use the help of friends…
1080,Eine sehr interessante Analyse zu struktureller #Diskriminierung #psychischkrank*er Menschen im #Gesundheitswesen.… https://t.co/BADReAowDu
1081,"Why Gen Z Cited Mental Health Improvement As Resolution For 2023 (Calm Sage - Your ...)

The beginning of 2022 was… https://t.co/QpTO5Hyxga"
1082,"HoneyBears &amp; SydneyBeans:

Christmas with MS &amp; Christmas Cookies

https://t.co/3ads8Zw67r

#FoodBlogger #MomBlogger… https://t.co/bKfE1p2YBK"
1083,"The GTH team wishes you a happy holiday season! 

#mentalhealth #mentalhealthmatters #mentalhealthadvocate… https://t.co/lhVBcLrYPc"
1084,"If you are concerned about your child’s behavior or #mentalhealth, we can help. Our medical physicians work with fa… https://t.co/fdLv5SV1ql"
1085,#Life is too short to be anything but #Happy. #JoyTrain #Joy #Love #MentalHealth #Mindfulness RT @iamjohn___ https://t.co/CotyR2wAoD
1086,"How To Be 100% Honest With Yourself In Just 5 Simple Ways! (Calm Sage - Your ...)

Even in our book of life, honest… https://t.co/OfVMEQ5qVc"
1087,Well I earned the Trust to be the Vice President of a Korean Era Veteran Owned Mental Health Education Curriculum t… https://t.co/Ww6Fd4Bpxk
1088,"Aging and Mindfulness.
Why learning mindfulness will be easier yet also more challenging with age. via @PsychToday… https://t.co/luCy1933et"
1089,"Bipolar Adventures is a wonderful memoir narrating the experience of living with bipolar affective disorder.📖

It h… https://t.co/SvmZlOhr8K"
1090,"RT @SturdyJ: I did my last shift of 2022 earlier this week, helping folks where I could.
But there'll be lots of my fellow @samaritans volu…"
1091,"RT @Maahokgit: Sometimes the only thing you can do is get up, hope you make it to the next day, and hope that better days are coming.

#Men…"
1092,"RT @JoeCMerriman: This is the most important post you'll see on Twitter today.

Please share this, you never know who might need it this Ch…"
1093,"RT @scarsfoundation: Reminders during the holiday season 🦌🎄

#ShowYourScars #ScarsStrong #Holidays #Christmas #ScarsFoundation #Godsmack #H…"
1094,RT @_bintyahaya: There really should be NGOs out there that collaborate with Psychiatric Hospitals to provided subsidized care for patients…
1095,"RT @poppygibsonuk: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠…"
1096,RT @AminChitvan: What a wonderful initiative … as a parent I can say often there are times when you may find it difficult to find the right…
1097,"#asads_ie
#mentalhealth #mentalhealthsupport #mentalhealthwarrior #mentalhealthawareness #mentalhealthmatters… https://t.co/95EqFipUOi"
1098,"RT @KittOMalley: 𝗕𝗮𝗹𝗮𝗻𝗰𝗶𝗻𝗴 𝗔𝗰𝘁 – 𝗪𝗿𝗶𝘁𝗶𝗻𝗴 𝗧𝗵𝗿𝗼𝘂𝗴𝗵 𝗔 𝗕𝗶𝗽𝗼𝗹𝗮𝗿 𝗟𝗶𝗳𝗲 recounts my struggle with #bipolar disorder, the two decades it took to rec…"
1099,#HealedPeopleHealPeople #Healing #OnBeingWell #MentalWellness #MentalWealth #EmotionalWellness #MentalHealthMatters… https://t.co/N4LkQzZQ7G
1100,RT @HealthfulStori1: We remember that the holidays are not always a time of joy. We are here to listen to all those who may want to unload…
1101,"RT @IndianaLaborers: The Holiday Season can be especially hard for some. If you or someone you know is feeling depressed or suicidal, both…"
1102,"I Don'T Think Anyone Is The #Perfect One To Play Me.

#inspirationalquotes #mentalhealth https://t.co/GcwshN47zm"
1103,"@GRYork I wk in the north end. No power to 7p
Staying at a hotel. Live in Gan.
Two twelve hr shifts this wknd. #ygk
#mentalhealth"
1104,RT @stgeorgeslupset: This time of year can be overwhelming for so many people. If you're an adult who needs support over the holidays try t…
1105,"RT @ChrisPalmerMD: The assumption that there is one cause of #depression, #anxiety, #bipolardisorder, or #Schizophrenia that can be fixed b…"
1106,"RT @drchrishilton: Behind the headline (🤷‍♂️), there are some tips here about spotting when stress at Christmas might be indicators of anxi…"
1107,#tbi #traumaticbraininjury #braininjury #concussion #ptsd #mentalhealth #tbiawareness #tbisurvivor… https://t.co/yFDCtnCuSj
1108,"RT @ChrisPalmerMD: The medical field has spent decades looking at genetics to better understand and treat diseases. 

For the most part, it…"
1109,RT @markfarmeruk: You are NOT alone at this time of year #mentalhealth #NotAloneTalk There is someone always at the end of a phone to talk…
1110,"RT @JoeCMerriman: This is the most important post you'll see on Twitter today.

Please share this, you never know who might need it this Ch…"
1111,RT @seize_podcast: Kennon used the principles of Self-Determation Theory to help Leon manage the rigid thinking of his Obsessive Compulsive…
1112,"The Old Hag (Evil Queen from Snow White and the Seven Dwarfs)

#OBXJack #ArtByOBXJack #AlmostHeaven #WestVirginia… https://t.co/nDKFQtWTqw"
1113,"RT @JuliaSatue: I'm on day 5 locked in my house's bedroom with Covid, self-isolating, and I cannot thank @OpenUniversity enough for providi…"
1114,"Let the #Light of #Love enlighten the whole world! 

#JoyTrain #Joy #Kindness #Quote #IQRTG #IDWP #MentalHealth… https://t.co/V0gqv0i0if"
1115,"Sometimes the only thing you can do is get up, hope you make it to the next day, and hope that better days are coming.

#MentalHealth"
1116,"The Day Everything Changes, but You Won’t Notice - https://t.co/dRQaVZArFV - sharing some old thoughts about the So… https://t.co/ARrXkGnEDU"
1117,RT @YPASLiverpool: If you think you might be struggling with your mental well-being there are things to look out for. There is a range of h…
1118,#Mentalhealth: How #employers can help provide support https://t.co/xbsZ6PsCJ6 via @Benefits_Pro #HR
1119,Don't forget to take time for yourself today. Even if it's just a couple minutes. Also a reminder that you're impor… https://t.co/E0Gg2VIsoR
1120,"RT @1924_me: How’s your #mentalhealth today? 

Ask yourself and ask a friend. #askthequestion 

#disability #mentalhealth  #identity 

Coll…"
1121,"RT @GHS: Holiday #mentalhealth reminders 🧠:

❤️ Be kind to yourself and others
📞 Talk to loved ones
🛁 Practice self-care
💤 Get enough sleep…"
1122,"RT @endeavourlt: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠 Mi…"
1123,STEPHEN 'TWITCH' BOSS: COVER-UP CONFIRMED! Grandfather Does NOT BELIEVE ... https://t.co/swFx3AC44j via @YouTube… https://t.co/YB30UK7E66
1124,@RitchieTorres @truthjusticehph #MentalHealth
1125,"RT @QlikDork: ""Gut Check""

We all need a gut check in those times when our lives feel shattered. 

Maybe we aren't losing pieces of ourselv…"
1126,"RT @QlikDork: ""Embarrassed""

Not sure anything hurts more than looking in the mirror and realizing you aren't the person you want to be.…"
1127,RT @SilvercloudW: Many of us find the #Christmas and new year holiday period difficult to cope with. Mind has some great tips for looking a…
1128,"RT @ros_tinkler: 💜 #Fibromyalgia #MECFS #Spoonies #ChronicPain #MentalHealth #Disability 
🎉MERRY CHRISTMAS FELLOW SPOONIES 🎅 WISHING YOU AL…"
1129,"RT @QlikDork: ""Hydrate Up""

Sometimes you have to pull off the normal fast paced track of life, disconnect from all of the burdens and thin…"
1130,RT @joy_overhage: What’s so hard to understand here? #MentalHealthAwareness #mentalhealth #mensmentalhealth #matters #MenToo #MentalHealthA…
1131,"RT @poppygibsonuk: 📞Some useful support numbers:

👦 Childline: 0800 1111
💚 Samaritans: 116 123
💜Domestic Violence Hotline: 0808 2000 247
🧠…"
1132,RT @ErminiaColucci: A wonderful day at the Indonesian Directorate for #Mentalhealth followed by an engaged screening and discussion of @Tog…
1133,"RT @DPT_NHS: Are you feeling overwhelmed, or that things are too much for you? Christmas can be a stressful time. The Moorings @ Devon is o…"
1134,"RT @ptac81: Merry #ChristmasEveEve ! 
#writerslift anyone ? #ShamelessSelfpromoFriday 
❤RT/like this twt for exposure ❤
❤I'll retwt anyone…"
